Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	112	19.614711033274958	0.023524278349411374	56098, 4308, 65258, 54510, 9927, 730094, 747, 25829, 90701, 9931, 2650, 130507, 55852, 57020, 23505, 51366, 4122, 92293, 80036, 2218, 84892, 23061, 51439, 64137, 5250, 64072, 55210, 284339, 57221, 55069, 9429, 9378, 1464, 389432, 10184, 158747, 80255, 23499, 91584, 11022, 23284, 28231, 81544, 1636, 23385, 84918, 526, 374986, 1837, 2182, 2820, 5066, 57633, 121665, 1047, 3782, 10953, 6262, 80146, 2899, 2195, 2678, 56105, 8642, 55284, 6397, 57282, 80142, 55717, 284161, 4074, 1138, 10231, 1139, 9955, 1136, 64579, 9293, 23541, 23161, 78999, 54867, 9487, 6653, 5789, 8720, 1889, 1954, 56121, 27253, 84749, 23352, 51061, 9854, 10902, 2028, 80762, 195814, 26503, 54901, 10989, 6857, 25851, 171586, 8001, 56111, 4919, 10787, 2548, 2531, 10452, 2137	435	493	2251	1.1755939474481827	0.9999475385592715	0.9625648074667301	28.373204319827227
SMART	SM00248:ANK	16	2.8021015761821366	0.024358250794357245	26057, 124930, 57534, 57524, 28964, 9815, 9881, 288, 26115, 84079, 1612, 142689, 57182, 602, 55608, 142678	276	41	1235	1.7462000706963592	0.9969574452712597	0.9448406424190753	27.184001880984255
UP_SEQ_FEATURE	disulfide bond	37	6.47985989492119	0.02479154901166368	5066, 57633, 1889, 10893, 1954, 1047, 1128, 51061, 2195, 2650, 4326, 9429, 1138, 9378, 1139, 9955, 1136, 1464, 64579, 9293, 55576, 4745, 78999, 1118, 8001, 91584, 23284, 81544, 1636, 4919, 10724, 84918, 2548, 7204, 2137, 6653, 5789	457	136	2343	1.3948223709615137	1.0	0.8858342974222454	34.227067138502086
GOTERM_BP_DIRECT	GO:0035023~regulation of Rho protein signal transduction	7	1.2259194395796849	0.024904329907691987	6655, 23263, 9855, 7409, 5924, 7204, 57679	418	13	2164	2.7876334192123666	1.0	0.9963182808388997	35.18333095657089
UP_SEQ_FEATURE	repeat:ANK 7	9	1.5761821366024518	0.027068009744352514	288, 26057, 26115, 57534, 84079, 57182, 1612, 602, 142678	457	20	2343	2.3071115973741794	1.0	0.8943138421959975	36.74304178889447
UP_SEQ_FEATURE	repeat:TPR 3	14	2.4518388791593697	0.02787027651406495	151613, 55761, 23523, 145567, 10953, 79809, 125488, 9881, 5536, 26115, 23230, 51433, 9652, 6449	457	39	2343	1.8404309038882343	1.0	0.8890966960939335	37.60794705457558
GOTERM_BP_DIRECT	GO:0010506~regulation of autophagy	6	1.0507880910683012	0.027896849849223967	8396, 120892, 9706, 58528, 25, 1612	418	10	2164	3.1062200956937795	1.0	0.9965128542692637	38.51971356308081
INTERPRO	IPR013164:Cadherin, N-terminal	6	1.0507880910683012	0.028189087221266642	56098, 56105, 56111, 56121, 54510, 27253	447	10	2309	3.0993288590604027	0.9999999999978159	0.912916702537272	36.11927257609063
GOTERM_MF_DIRECT	GO:0004842~ubiquitin-protein transferase activity	22	3.852889667250438	0.028356640259179788	79699, 57534, 8945, 10193, 8925, 8924, 55958, 51366, 7337, 23352, 23014, 8315, 55284, 7322, 63893, 23327, 9320, 6477, 9690, 130507, 23321, 142678	424	72	2177	1.568854821802935	0.999999987283939	0.9516875828179817	34.81098868355045
UP_KEYWORDS	Cell projection	29	5.078809106830122	0.02874281366158065	146057, 8882, 3508, 22933, 79809, 4641, 288, 80208, 8239, 30845, 23098, 4651, 1464, 324, 55361, 9732, 8394, 9371, 23002, 8001, 23499, 9743, 23284, 5335, 120892, 81544, 7094, 10787, 4163	459	102	2353	1.4574949805630313	0.9999394235747376	0.5002693643743021	32.69368377640441
KEGG_PATHWAY	hsa04810:Regulation of actin cytoskeleton	9	1.5761821366024518	0.029083013725101782	8396, 6655, 7409, 10787, 324, 200576, 28964, 1128, 8394	159	24	973	2.294811320754717	0.9970154865733062	0.9453692995954304	30.858540086676435
GOTERM_BP_DIRECT	GO:0048675~axon extension	5	0.8756567425569177	0.029102686007540957	9201, 80208, 9706, 8239, 5458	418	7	2164	3.6978810663021187	1.0	0.9953455040648098	39.81782653814992
INTERPRO	IPR001251:CRAL-TRIO domain	5	0.8756567425569177	0.029358289387177574	23263, 6397, 23541, 158747, 7204	447	7	2309	3.6896772131671463	0.9999999999992948	0.902867887267761	37.31325768456932
UP_SEQ_FEATURE	repeat:RCC1 5	5	0.8756567425569177	0.03014187983875976	81554, 8925, 23077, 8924, 57679	457	7	2343	3.6620819005939356	1.0	0.8964520798161316	39.99699997155045
UP_SEQ_FEATURE	domain:PH 2	5	0.8756567425569177	0.03014187983875976	4651, 9855, 5924, 389072, 7204	457	7	2343	3.6620819005939356	1.0	0.8964520798161316	39.99699997155045
UP_SEQ_FEATURE	domain:CRAL-TRIO	5	0.8756567425569177	0.03014187983875976	23263, 6397, 23541, 158747, 7204	457	7	2343	3.6620819005939356	1.0	0.8964520798161316	39.99699997155045
SMART	SM00326:SH3	14	2.4518388791593697	0.03100616992523675	27352, 84959, 7409, 9732, 25, 54440, 57524, 57522, 6709, 9743, 23263, 5335, 4356, 7204	276	35	1235	1.7898550724637683	0.9993898483892918	0.9151837134719487	33.315080698905334
GOTERM_BP_DIRECT	GO:0007155~cell adhesion	12	2.1015761821366024	0.0310842022034477	56098, 2195, 8727, 2319, 9855, 394, 324, 56121, 54510, 55576, 27253, 1499	418	32	2164	1.9413875598086126	1.0	0.9948198838886281	41.89507074545066
SMART	SM00119:HECTc	7	1.2259194395796849	0.0315013054224733	23327, 9320, 8925, 8924, 9690, 51366, 7337	276	12	1235	2.610205314009662	0.999458903999045	0.8474828851918699	33.75210459011616
GOTERM_MF_DIRECT	GO:0019900~kinase binding	8	1.4010507880910683	0.03203526098327255	54472, 29979, 80304, 22809, 5925, 8394, 1499, 3064	424	17	2177	2.416204217536071	0.9999999988432821	0.9471167411836432	38.38714821657728
INTERPRO	IPR011992:EF-hand-like domain	14	2.4518388791593697	0.032321103334947615	11276, 6262, 6709, 84455, 23499, 5335, 58513, 23158, 80333, 23061, 30845, 85021, 2820, 1837	447	40	2309	1.8079418344519016	0.99999999999996	0.9068122868514843	40.2459904209566
UP_SEQ_FEATURE	repeat:ANK 8	8	1.4010507880910683	0.03234235430438555	288, 26057, 26115, 57534, 84079, 57182, 1612, 142678	457	17	2343	2.4126657227442396	1.0	0.9022454287182479	42.229027154747925
UP_KEYWORDS	Signal-anchor	15	2.626970227670753	0.034154913456759015	9955, 1889, 51280, 64579, 80146, 171586, 2678, 4122, 90701, 2650, 84892, 2218, 2028, 2182, 2137	459	44	2353	1.7476232917409389	0.99999057700175	0.5376765304251315	37.61054991108968
INTERPRO	IPR013320:Concanavalin A-like lectin/glucanase, subgroup	9	1.5761821366024518	0.03502516697756058	9378, 23001, 2195, 1464, 84461, 1047, 8925, 6262, 4745	447	21	2309	2.2138063279002878	0.9999999999999971	0.9084907236258162	42.810013529414434
OMIM_DISEASE	114500~Colorectal cancer, somatic	4	0.7005253940455342	0.03748303762761872	201163, 324, 4163, 1499	94	5	543	4.62127659574468	0.9963605681348697	0.9963605681348697	36.53105207064083
INTERPRO	IPR016024:Armadillo-type fold	31	5.42907180385289	0.03782070197609854	91010, 727957, 5910, 1499, 23352, 57221, 23198, 10274, 8239, 9320, 23392, 196528, 22920, 55681, 23098, 64434, 26958, 79699, 324, 23348, 57521, 54919, 23002, 1982, 23001, 10129, 5529, 120892, 57169, 23049, 3064	447	114	2309	1.4046665881706504	0.9999999999999998	0.9104993616724744	45.35223203126223
UP_KEYWORDS	Transmembrane	119	20.84063047285464	0.038221305141574055	56098, 4308, 65258, 10893, 54510, 9927, 730094, 747, 25829, 90701, 9931, 2650, 130507, 55852, 5361, 57020, 23505, 51366, 5359, 4122, 92293, 80036, 2218, 84892, 23061, 80727, 51439, 5250, 64137, 64072, 55210, 284339, 1128, 94005, 57221, 55069, 9429, 338567, 9378, 1464, 389432, 10184, 51280, 158747, 80255, 23499, 91584, 11022, 23284, 28231, 81544, 1636, 23385, 84918, 374986, 1837, 2182, 2820, 781, 5066, 57633, 121665, 1047, 3782, 6262, 80146, 2899, 2195, 2678, 56105, 8642, 55284, 57282, 80142, 55717, 284161, 4074, 1138, 10231, 1139, 9955, 1136, 64579, 9293, 23161, 78999, 54867, 9487, 5789, 6653, 8720, 1889, 1954, 56121, 27253, 84749, 23352, 51061, 9854, 10902, 2028, 80762, 2040, 195814, 26503, 54901, 10989, 55576, 6857, 171586, 8001, 201232, 56111, 4919, 10787, 2548, 2531, 10452, 2137	459	530	2353	1.1510132774283717	0.9999976877980633	0.5556229617944745	41.083568672140146
GOTERM_MF_DIRECT	GO:0005516~calmodulin binding	11	1.926444833625219	0.04027768803882096	23352, 29904, 4651, 29966, 3782, 5924, 6262, 4641, 1612, 6709, 6857	424	29	2177	1.947543916720885	0.9999999999947998	0.9611400951763325	45.746322743531124
UP_KEYWORDS	Transmembrane helix	118	20.665499124343256	0.0418631805252084	56098, 4308, 65258, 10893, 54510, 9927, 730094, 747, 25829, 90701, 9931, 2650, 130507, 55852, 5361, 57020, 23505, 51366, 5359, 4122, 92293, 80036, 2218, 84892, 23061, 80727, 51439, 5250, 64137, 64072, 55210, 284339, 1128, 94005, 57221, 55069, 9429, 338567, 9378, 1464, 389432, 10184, 51280, 158747, 80255, 23499, 91584, 11022, 23284, 28231, 81544, 1636, 23385, 84918, 374986, 1837, 2182, 2820, 781, 5066, 57633, 121665, 1047, 3782, 6262, 80146, 2899, 2195, 2678, 56105, 8642, 55284, 57282, 80142, 55717, 284161, 4074, 1138, 10231, 1139, 9955, 1136, 64579, 9293, 23161, 78999, 54867, 9487, 5789, 6653, 8720, 1889, 1954, 56121, 27253, 84749, 23352, 51061, 9854, 10902, 2028, 80762, 2040, 195814, 26503, 54901, 10989, 55576, 6857, 171586, 8001, 201232, 56111, 4919, 10787, 2548, 2531, 2137	459	527	2353	1.1478380937025876	0.9999993463167286	0.5672888554787513	44.04110878452177
GOTERM_BP_DIRECT	GO:0006811~ion transport	6	1.0507880910683012	0.04323234569104776	1138, 1139, 28231, 26503, 1136, 10452	418	11	2164	2.8238364506307088	1.0	0.9988853167506834	53.226282187933315
GOTERM_BP_DIRECT	GO:0000122~negative regulation of transcription from RNA polymerase II promoter	23	4.028021015761821	0.04356374683693176	29966, 5927, 201163, 56950, 25988, 22933, 9099, 5925, 55170, 5458, 1499, 28996, 128553, 7175, 652991, 9960, 8239, 23327, 4089, 3181, 54862, 142, 167465	418	80	2164	1.4883971291866027	1.0	0.9982758476681897	53.50405440267901
KEGG_PATHWAY	hsa00562:Inositol phosphate metabolism	7	1.2259194395796849	0.0436026277430158	8396, 5335, 55361, 200576, 3631, 8394, 8897	159	17	973	2.5197928227894932	0.9998466231839858	0.946471315232344	42.73058593644931
INTERPRO	IPR000198:Rho GTPase-activating protein domain	6	1.0507880910683012	0.04366290063903792	57569, 9743, 394, 10144, 57522, 80728	447	11	2309	2.8175716900549115	1.0	0.9272038713769022	50.32733877071473
GOTERM_MF_DIRECT	GO:0032266~phosphatidylinositol-3-phosphate binding	6	1.0507880910683012	0.04465985762054597	25851, 57732, 56270, 55915, 23161, 26100	424	11	2177	2.800600343053173	0.9999999999997117	0.95957476593431	49.31660990812021
UP_KEYWORDS	Glycoprotein	73	12.784588441331	0.04477540355066602	5066, 781, 56098, 57633, 54510, 80146, 747, 2899, 2195, 2678, 56105, 8642, 2650, 4074, 1138, 1139, 9955, 55852, 1136, 64579, 5361, 9818, 9293, 23505, 26, 78999, 4745, 54867, 4122, 26115, 92293, 84892, 2218, 80727, 5789, 6653, 64137, 8720, 1889, 146556, 64072, 1954, 56121, 1128, 284339, 27253, 94005, 51108, 1499, 2028, 4326, 9429, 9378, 338567, 26503, 1464, 51280, 55576, 6857, 1118, 7431, 8001, 91584, 28231, 23284, 81544, 1636, 56111, 4919, 23385, 84918, 2548, 2137	459	310	2353	1.207175486682128	0.9999997627914075	0.5714991479670746	46.306486960388604
UP_SEQ_FEATURE	domain:DH	6	1.0507880910683012	0.044976218545151866	6655, 23263, 9855, 7409, 5924, 57679	457	11	2343	2.7964989059080962	1.0	0.9555454463745664	53.6065874881536
SMART	SM00516:SEC14	5	0.8756567425569177	0.047561977675592934	23263, 6397, 23541, 158747, 7204	276	7	1235	3.1961697722567286	0.9999893676252858	0.8987660798189908	46.57475154709142
GOTERM_BP_DIRECT	GO:0016236~macroautophagy	11	1.926444833625219	0.047862854312229516	84557, 9821, 29979, 4077, 58528, 57521, 9927, 10452, 26100, 8897, 55626	418	30	2164	1.8982456140350876	1.0	0.9985547782794297	56.96951766734591
INTERPRO	IPR013783:Immunoglobulin-like fold	12	2.1015761821366024	0.048652299724657434	91584, 57633, 5361, 4919, 84892, 23077, 7204, 78999, 23321, 253738, 5789, 6653	447	34	2309	1.8231346229767074	1.0	0.9363844398236969	54.237185832931935
INTERPRO	IPR000433:Zinc finger, ZZ-type	5	0.8756567425569177	0.049911617845231286	57534, 4077, 8924, 142678, 1837	447	8	2309	3.2284675615212532	1.0	0.9308133359245915	55.177443150383084
INTERPRO	IPR000408:Regulator of chromosome condensation, RCC1	5	0.8756567425569177	0.049911617845231286	81554, 8925, 23077, 8924, 57679	447	8	2309	3.2284675615212532	1.0	0.9308133359245915	55.177443150383084
UP_SEQ_FEATURE	repeat:TPR 2	14	2.4518388791593697	0.049923912445895904	151613, 55761, 23523, 145567, 10953, 79809, 125488, 9881, 5536, 26115, 23230, 51433, 9652, 6449	457	42	2343	1.708971553610503	1.0	0.9638588371789036	57.45884828064263
UP_SEQ_FEATURE	repeat:TPR 1	14	2.4518388791593697	0.049923912445895904	151613, 55761, 23523, 145567, 10953, 79809, 125488, 9881, 5536, 26115, 23230, 51433, 9652, 6449	457	42	2343	1.708971553610503	1.0	0.9638588371789036	57.45884828064263
UP_SEQ_FEATURE	repeat:TPR 4	10	1.7513134851138354	0.04998088860959145	151613, 55761, 23523, 145567, 23230, 51433, 10953, 9652, 79809, 9881	457	26	2343	1.971890254165965	1.0	0.9588792557052099	57.50140524548137
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	68	11.908931698774081	0.050371360600085645	5066, 781, 56098, 57633, 54510, 6262, 80146, 747, 2899, 2195, 2678, 56105, 8642, 80208, 2650, 4074, 1138, 1139, 9955, 55852, 1136, 64579, 5361, 9293, 23505, 26, 78999, 4745, 54867, 4122, 92293, 84892, 2218, 80727, 5789, 6653, 64137, 8720, 1889, 64072, 1954, 56121, 1128, 284339, 27253, 94005, 51108, 2028, 4326, 9429, 9378, 338567, 1464, 51280, 55576, 6857, 8001, 91584, 28231, 23284, 81544, 56111, 1636, 4919, 23385, 84918, 2548, 2137	457	288	2343	1.2105215171407733	1.0	0.9546391179939874	57.79198362716416
UP_SEQ_FEATURE	repeat:RCC1 4	5	0.8756567425569177	0.05117585952679932	81554, 8925, 23077, 8924, 57679	457	8	2343	3.2043216630196936	1.0	0.9515580271298074	58.38479114746767
UP_SEQ_FEATURE	repeat:RCC1 1	5	0.8756567425569177	0.05117585952679932	81554, 8925, 23077, 8924, 57679	457	8	2343	3.2043216630196936	1.0	0.9515580271298074	58.38479114746767
UP_SEQ_FEATURE	repeat:RCC1 2	5	0.8756567425569177	0.05117585952679932	81554, 8925, 23077, 8924, 57679	457	8	2343	3.2043216630196936	1.0	0.9515580271298074	58.38479114746767
UP_SEQ_FEATURE	zinc finger region:ZZ-type	5	0.8756567425569177	0.05117585952679932	57534, 4077, 8924, 142678, 1837	457	8	2343	3.2043216630196936	1.0	0.9515580271298074	58.38479114746767
UP_SEQ_FEATURE	region of interest:Calmodulin-binding	5	0.8756567425569177	0.05117585952679932	29904, 29966, 3782, 6262, 1612	457	8	2343	3.2043216630196936	1.0	0.9515580271298074	58.38479114746767
UP_SEQ_FEATURE	repeat:RCC1 3	5	0.8756567425569177	0.05117585952679932	81554, 8925, 23077, 8924, 57679	457	8	2343	3.2043216630196936	1.0	0.9515580271298074	58.38479114746767
GOTERM_BP_DIRECT	GO:0051965~positive regulation of synapse assembly	4	0.7005253940455342	0.05225954401807123	9378, 29904, 57633, 23284	418	5	2164	4.141626794258372	1.0	0.9987805122100579	60.261054730249384
INTERPRO	IPR000261:EPS15 homology (EH)	4	0.7005253940455342	0.05260559459588576	11276, 58513, 30845, 85021	447	5	2309	4.132438478747203	1.0	0.9307964757805349	57.12847944826047
GOTERM_MF_DIRECT	GO:0001540~beta-amyloid binding	4	0.7005253940455342	0.053432195526934734	1139, 323, 3416, 6653	424	5	2177	4.107547169811321	0.9999999999999991	0.9688979326235644	55.814985244487936
GOTERM_MF_DIRECT	GO:0051019~mitogen-activated protein kinase binding	4	0.7005253940455342	0.053432195526934734	7175, 1636, 4077, 25	424	5	2177	4.107547169811321	0.9999999999999991	0.9688979326235644	55.814985244487936
GOTERM_MF_DIRECT	GO:0017048~Rho GTPase binding	4	0.7005253940455342	0.053432195526934734	23002, 91010, 120892, 9371	424	5	2177	4.107547169811321	0.9999999999999991	0.9688979326235644	55.814985244487936
BIOCARTA	h_wntPathway:WNT Signaling Pathway	5	0.8756567425569177	0.05539975120399959	1457, 8945, 4089, 324, 1499	39	10	240	3.0769230769230766	0.9982113137241773	0.9982113137241773	47.5337941555144
UP_KEYWORDS	Metal-binding	111	19.439579684763572	0.05636228563996858	8882, 23131, 65258, 10893, 64943, 51005, 8924, 5536, 747, 9931, 23077, 51773, 389072, 130507, 85015, 29799, 55854, 7409, 200576, 25, 22983, 26, 51366, 7337, 63929, 4122, 8315, 51167, 31, 57169, 7551, 253738, 64072, 5144, 25988, 58513, 3416, 10111, 6477, 196528, 167465, 23321, 9378, 64080, 79831, 2776, 162962, 23001, 23499, 23284, 5335, 1636, 84872, 85021, 1837, 2820, 781, 5066, 9512, 57534, 10193, 22933, 23173, 57336, 128553, 4077, 284161, 57732, 23210, 5927, 56950, 56165, 9815, 7511, 9960, 4089, 29883, 7637, 142678, 1889, 8618, 60509, 3508, 64759, 9099, 6709, 84455, 128387, 64376, 23352, 1807, 84364, 80333, 84842, 30845, 2028, 4326, 8897, 47, 54901, 51646, 28964, 80108, 759, 6857, 126295, 8001, 389840, 23049, 142, 2137	459	498	2353	1.1426227786964853	0.9999999959246814	0.638232493589169	54.50446572458154
GOTERM_CC_DIRECT	GO:0030054~cell junction	20	3.502626970227671	0.05793915018918483	1138, 400745, 9378, 1139, 26503, 1136, 8618, 55361, 1128, 6857, 1499, 8001, 6198, 2899, 9743, 2962, 120892, 85439, 23098, 1837	435	69	2251	1.4999167083125104	0.9999999999814353	0.9979242649442704	56.68462182835905
UP_KEYWORDS	Coiled coil	105	18.388791593695274	0.05839943933960995	146057, 23131, 4308, 8925, 8924, 9927, 63893, 51773, 130507, 55854, 55227, 5361, 56850, 23263, 92017, 7175, 8315, 80036, 57169, 10144, 7204, 83891, 23637, 91010, 55210, 9881, 23195, 58513, 10274, 3798, 10111, 26057, 29966, 124930, 51280, 2776, 324, 284697, 1778, 9371, 23002, 7431, 23499, 91584, 80304, 84872, 27291, 85021, 1837, 57724, 56252, 57534, 3782, 10193, 55275, 6262, 9101, 128553, 23230, 4077, 10061, 55681, 203238, 4651, 201163, 636, 9818, 5924, 9815, 57522, 78999, 9821, 11188, 4089, 4163, 54862, 10051, 11276, 27352, 55761, 65981, 8618, 6709, 51061, 84364, 22809, 10902, 30845, 8897, 4673, 9732, 23348, 28964, 10989, 400224, 29110, 8602, 9135, 389840, 91949, 120892, 29117, 23049, 142, 3064	459	470	2353	1.1452510082047003	0.99999999801567	0.6328185814458028	55.819864982476616
GOTERM_CC_DIRECT	GO:0043005~neuron projection	12	2.1015761821366024	0.058403728838631194	7431, 288, 5066, 6198, 4651, 120892, 3798, 23382, 85439, 55361, 84079, 6857	435	35	2251	1.7741871921182266	0.9999999999848644	0.9931451233826716	56.98309890447404
INTERPRO	IPR002048:EF-hand domain	12	2.1015761821366024	0.059112259427217206	23499, 5335, 58513, 80333, 23158, 23061, 6262, 30845, 85021, 6709, 84455, 2820	447	35	2309	1.77104506232023	1.0	0.9427731062341731	61.51781833394914
UP_KEYWORDS	TPR repeat	14	2.4518388791593697	0.05944081232884825	151613, 55761, 23523, 145567, 10953, 79809, 125488, 9881, 5536, 26115, 23230, 51433, 9652, 6449	459	43	2353	1.6690479809494858	0.9999999986272821	0.6215747878358264	56.47859179197684
UP_KEYWORDS	Disulfide bond	45	7.880910683012258	0.06032123266966703	781, 5066, 57633, 1889, 10893, 1954, 1047, 1128, 51061, 2899, 2195, 2678, 2650, 23077, 4326, 2028, 9429, 1138, 9378, 1139, 9955, 1136, 1464, 64579, 5361, 9293, 26, 55576, 78999, 4745, 1118, 8001, 91584, 4122, 28231, 23284, 81544, 1636, 4919, 84918, 2548, 7204, 2137, 6653, 5789	459	182	2353	1.2675070028011204	0.9999999989950492	0.610052103925174	57.02839700176685
GOTERM_MF_DIRECT	GO:0046872~metal ion binding	66	11.558669001751314	0.06458873636593225	781, 9512, 23131, 64943, 51005, 5536, 23173, 57336, 747, 128553, 9931, 389072, 284161, 29799, 57732, 55854, 7409, 56950, 200576, 9815, 56165, 7337, 7511, 51167, 31, 4089, 7551, 29883, 7637, 142678, 253738, 1889, 5144, 8618, 64759, 25988, 9099, 128387, 64376, 84364, 3416, 84842, 10111, 196528, 167465, 23321, 8897, 9378, 64080, 47, 79831, 54901, 2776, 51646, 28964, 80108, 162962, 23001, 8001, 126295, 389840, 8803, 1636, 23049, 84872, 2137	424	283	2177	1.1974298286552436	1.0	0.9784241813855632	62.95875835805227
UP_SEQ_FEATURE	repeat:ANK 10	6	1.0507880910683012	0.06512893032326791	288, 26057, 26115, 84079, 57182, 1612	457	12	2343	2.563457330415755	1.0	0.9763063854220781	67.5006388728358
UP_KEYWORDS	DNA damage	19	3.327495621716287	0.06596864264115605	25, 55170, 8924, 1025, 5536, 51366, 10933, 8930, 28996, 23198, 55284, 8450, 56916, 9960, 9320, 10111, 23049, 142, 64421	459	65	2353	1.4984749455337691	0.9999999998649902	0.6277065140612968	60.404901183735404
INTERPRO	IPR001394:Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2	7	1.2259194395796849	0.07018277537814391	84749, 9101, 8239, 9960, 9099, 55230, 85015	447	16	2309	2.259927293064877	1.0	0.9613703582134256	68.03333841955721
INTERPRO	IPR018200:Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2, conserved site	7	1.2259194395796849	0.07018277537814391	84749, 9101, 8239, 9960, 9099, 55230, 85015	447	16	2309	2.259927293064877	1.0	0.9613703582134256	68.03333841955721
KEGG_PATHWAY	hsa00534:Glycosaminoglycan biosynthesis - heparan sulfate / heparin	3	0.5253940455341506	0.07025848106770582	9955, 64579, 2137	159	3	973	6.119496855345912	0.9999994147271074	0.9723408007757455	59.78067486724652
INTERPRO	IPR019734:Tetratricopeptide repeat	12	2.1015761821366024	0.07095492092704467	151613, 55761, 23523, 26115, 145567, 51433, 10953, 9652, 6449, 79809, 9881, 5536	447	36	2309	1.721849366144668	1.0	0.9567733113715209	68.4468668701431
UP_KEYWORDS	DNA repair	17	2.9772329246935203	0.07213821584726979	25, 55170, 8924, 1025, 5536, 51366, 10933, 8930, 23198, 55284, 8450, 56916, 10111, 9320, 23049, 142, 64421	459	57	2353	1.5289148797920726	0.9999999999851429	0.6461406965773095	63.81164855575414
KEGG_PATHWAY	hsa04070:Phosphatidylinositol signaling system	7	1.2259194395796849	0.07233080315864096	8396, 5335, 55361, 200576, 3631, 8394, 8897	159	19	973	2.2545514730221776	0.9999996229075663	0.9480853938389052	60.88725352485547
UP_KEYWORDS	Ligand-gated ion channel	7	1.2259194395796849	0.07245946044978888	1138, 8001, 2899, 1139, 1136, 4308, 6262	459	16	2353	2.2427832244008714	0.999999999986761	0.632824047145804	63.98136836959814
GOTERM_CC_DIRECT	GO:0005776~autophagosome	8	1.4010507880910683	0.07273229728902306	84557, 8396, 23001, 29979, 4077, 26100, 55626, 3064	435	20	2251	2.0698850574712644	0.9999999999999735	0.9945404833052142	65.3034938282012
GOTERM_BP_DIRECT	GO:0007050~cell cycle arrest	9	1.5761821366024518	0.07341072860566517	1982, 27352, 323, 324, 58528, 25, 5925, 57521, 9927	418	24	2164	1.9413875598086126	1.0	0.9998728300803145	73.04211042048561
SMART	SM00324:RhoGAP	6	1.0507880910683012	0.07466127646093021	57569, 9743, 394, 10144, 57522, 80728	276	11	1235	2.440711462450593	0.9999999879587058	0.9521246243418745	63.14654324160546
SMART	SM00325:RhoGEF	6	1.0507880910683012	0.07466127646093021	6655, 23263, 9855, 7409, 5924, 7204	276	11	1235	2.440711462450593	0.9999999879587058	0.9521246243418745	63.14654324160546
UP_KEYWORDS	Synapse	19	3.327495621716287	0.07502783862103701	1138, 400745, 9378, 1139, 26503, 1136, 8618, 55361, 1128, 6857, 288, 8001, 6198, 2899, 9743, 120892, 85439, 23098, 1837	459	66	2353	1.4757707796923485	0.9999999999947418	0.6317130534537603	65.31201648119358
UP_KEYWORDS	Innate immunity	8	1.4010507880910683	0.07597559403355525	26057, 54472, 10623, 6397, 22933, 23098, 55718, 29110	459	20	2353	2.0505446623093686	0.9999999999962624	0.6226342728005291	65.79142651042798
GOTERM_BP_DIRECT	GO:0006511~ubiquitin-dependent protein catabolic process	17	2.9772329246935203	0.07639305763435181	8533, 8945, 9099, 51366, 7337, 84749, 23014, 54472, 9101, 7322, 9960, 8239, 8450, 55230, 6477, 130507, 85015	418	58	2164	1.517406368586042	1.0	0.9998537003843444	74.49566259271327
SMART	SM00027:EH	4	0.7005253940455342	0.07641032083708979	11276, 58513, 30845, 85021	276	5	1235	3.579710144927536	0.9999999922806324	0.930644149259153	64.03268904620498
UP_SEQ_FEATURE	zinc finger region:C2H2-type 1	10	1.7513134851138354	0.07700522357448353	64376, 126295, 57336, 128553, 7551, 25988, 80108, 162962, 7637, 167465	457	28	2343	1.8310409502969678	1.0	0.9864243887331039	73.74515791580464
GOTERM_MF_DIRECT	GO:0001078~transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding	5	0.8756567425569177	0.077886360374218	128553, 652991, 25988, 54862, 5458	424	9	2177	2.852463312368973	1.0	0.9860262117745863	70.06389648544315
SMART	SM00291:ZnF_ZZ	5	0.8756567425569177	0.07880699885300121	57534, 4077, 8924, 142678, 1837	276	8	1235	2.7966485507246377	0.9999999958082249	0.9102984912612866	65.21506349729367
KEGG_PATHWAY	hsa04015:Rap1 signaling pathway	6	1.0507880910683012	0.08037178088014559	5335, 9855, 7094, 2776, 9732, 1499	159	15	973	2.4477987421383647	0.9999999321388854	0.9361339340993398	64.9210481113426
COG_ONTOLOGY	Cell division and chromosome partitioning / Cytoskeleton	5	0.8756567425569177	0.08070118376862309	81554, 8925, 23077, 8924, 57679	70	9	348	2.761904761904762	0.8141622162107158	0.8141622162107158	47.29255983076158
INTERPRO	IPR001849:Pleckstrin homology domain	13	2.276707530647986	0.08104302266010659	57569, 6655, 4651, 23263, 5335, 9855, 7409, 8618, 5924, 389072, 23348, 400224, 7204	447	41	2309	1.6378567141376112	1.0	0.9682688502031132	73.40943552956254
GOTERM_MF_DIRECT	GO:0016874~ligase activity	17	2.9772329246935203	0.08125820027978439	57534, 8945, 8925, 8924, 51366, 7337, 23352, 8315, 8803, 31, 23327, 9320, 23077, 6477, 130507, 23321, 142678	424	58	2177	1.50492029928432	1.0	0.9837581060975831	71.65145371812835
